stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\kalvi\Downloads\Allegro_Window\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.55657] added dtor for sub_bitmap 000001F54C23D0F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55665] added dtor for sub_bitmap 000001F54C23E260, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55676] added dtor for sub_bitmap 000001F54C23DE80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55684] added dtor for sub_bitmap 000001F54C23CD10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55690] added dtor for sub_bitmap 000001F54C23E070, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55697] added dtor for sub_bitmap 000001F54C23D4D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55704] added dtor for sub_bitmap 000001F54C23E640, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55710] added dtor for sub_bitmap 000001F54C23D2E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55718] added dtor for sub_bitmap 000001F54C23D6C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55726] added dtor for sub_bitmap 000001F54C23D8B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55735] added dtor for sub_bitmap 000001F54C23DAA0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55742] added dtor for sub_bitmap 000001F54C23DC90, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55750] added dtor for sub_bitmap 000001F54C23C930, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55762] added dtor for sub_bitmap 000001F54C243290, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55769] added dtor for sub_bitmap 000001F54C2426F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55775] added dtor for sub_bitmap 000001F54C2428E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55782] added dtor for sub_bitmap 000001F54C2430A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55794] added dtor for sub_bitmap 000001F54C243670, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55805] added dtor for sub_bitmap 000001F54C242310, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55847] added dtor for sub_bitmap 000001F54C242500, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55883] added dtor for sub_bitmap 000001F54C242AD0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55890] added dtor for sub_bitmap 000001F54C243480, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55898] added dtor for sub_bitmap 000001F54C242CC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55904] added dtor for sub_bitmap 000001F54C241960, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55919] added dtor for sub_bitmap 000001F54C241B50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55926] added dtor for sub_bitmap 000001F54C241D40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55933] added dtor for sub_bitmap 000001F54C242EB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55977] added dtor for sub_bitmap 000001F54C241F30, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55986] added dtor for sub_bitmap 000001F54C242120, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56006] added dtor for sub_bitmap 000001F54C243D50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56020] added dtor for sub_bitmap 000001F54C243F40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56081] added dtor for sub_bitmap 000001F54C2452A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56091] added dtor for sub_bitmap 000001F54C244EC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56098] added dtor for sub_bitmap 000001F54C243B60, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56106] added dtor for sub_bitmap 000001F54C2450B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56133] added dtor for sub_bitmap 000001F54C244510, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56144] added dtor for sub_bitmap 000001F54C245490, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56152] added dtor for sub_bitmap 000001F54C244130, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56162] added dtor for sub_bitmap 000001F54C244320, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56173] added dtor for sub_bitmap 000001F54C245680, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56182] added dtor for sub_bitmap 000001F54C243970, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56190] added dtor for sub_bitmap 000001F54C244700, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56201] added dtor for sub_bitmap 000001F54C2448F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56209] added dtor for sub_bitmap 000001F54C244AE0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56217] added dtor for sub_bitmap 000001F54C244CD0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56233] added dtor for sub_bitmap 000001F54C246F60, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56242] added dtor for sub_bitmap 000001F54C246B80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56250] added dtor for sub_bitmap 000001F54C246D70, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56260] added dtor for sub_bitmap 000001F54C247B00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56268] added dtor for sub_bitmap 000001F54C2482C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56275] added dtor for sub_bitmap 000001F54C247910, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56283] added dtor for sub_bitmap 000001F54C247EE0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56297] added dtor for sub_bitmap 000001F54C247530, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56305] added dtor for sub_bitmap 000001F54C247150, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56316] added dtor for sub_bitmap 000001F54C247340, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56329] added dtor for sub_bitmap 000001F54C247720, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56336] added dtor for sub_bitmap 000001F54C2484B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56352] added dtor for sub_bitmap 000001F54C2480D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56359] added dtor for sub_bitmap 000001F54C247CF0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56366] added dtor for sub_bitmap 000001F54C2486A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56375] added dtor for sub_bitmap 000001F54C246990, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56384] added dtor for sub_bitmap 000001F54C249730, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56392] added dtor for sub_bitmap 000001F54C249D00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56400] added dtor for sub_bitmap 000001F54C249920, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56409] added dtor for sub_bitmap 000001F54C249B10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56416] added dtor for sub_bitmap 000001F54C2489A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56423] added dtor for sub_bitmap 000001F54C249EF0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56430] added dtor for sub_bitmap 000001F54C248B90, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56441] added dtor for sub_bitmap 000001F54C248D80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56454] added dtor for sub_bitmap 000001F54C24A0E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56462] added dtor for sub_bitmap 000001F54C24A2D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56469] added dtor for sub_bitmap 000001F54C24A4C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56483] added dtor for sub_bitmap 000001F54C24A6B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56494] added dtor for sub_bitmap 000001F54C249350, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56501] added dtor for sub_bitmap 000001F54C248F70, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56513] added dtor for sub_bitmap 000001F54C249160, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56522] added dtor for sub_bitmap 000001F54C249540, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56531] added dtor for sub_bitmap 000001F54C24A9B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56564] added dtor for sub_bitmap 000001F54C24B930, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56582] added dtor for sub_bitmap 000001F54C24B170, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56625] added dtor for sub_bitmap 000001F54C24B550, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56632] added dtor for sub_bitmap 000001F54C24C0F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56643] added dtor for sub_bitmap 000001F54C24B360, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56654] added dtor for sub_bitmap 000001F54C24C4D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56677] added dtor for sub_bitmap 000001F54C24ABA0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56699] added dtor for sub_bitmap 000001F54C24AD90, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56709] added dtor for sub_bitmap 000001F54C24C6C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56724] added dtor for sub_bitmap 000001F54C24B740, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56731] added dtor for sub_bitmap 000001F54C24BB20, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56738] added dtor for sub_bitmap 000001F54C24BD10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56745] added dtor for sub_bitmap 000001F54C24BF00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56752] added dtor for sub_bitmap 000001F54C24C2E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56763] added dtor for sub_bitmap 000001F54C24AF80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56772] added dtor for sub_bitmap 000001F54C250390, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56794] added dtor for sub_bitmap 000001F54C250580, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56801] added dtor for sub_bitmap 000001F54C24FBD0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56848] added dtor for sub_bitmap 000001F54C2501A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56866] added dtor for sub_bitmap 000001F54C24FFB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56892] added dtor for sub_bitmap 000001F54C2516F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56904] added dtor for sub_bitmap 000001F54C250770, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56912] added dtor for sub_bitmap 000001F54C251120, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56918] added dtor for sub_bitmap 000001F54C250960, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56925] added dtor for sub_bitmap 000001F54C251500, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56932] added dtor for sub_bitmap 000001F54C24F9E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56942] added dtor for sub_bitmap 000001F54C250B50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56949] added dtor for sub_bitmap 000001F54C250D40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56956] added dtor for sub_bitmap 000001F54C250F30, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56963] added dtor for sub_bitmap 000001F54C24FDC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56973] added dtor for sub_bitmap 000001F54C251310, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56981] added dtor for sub_bitmap 000001F54C255220, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56989] added dtor for sub_bitmap 000001F54C255600, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.56996] added dtor for sub_bitmap 000001F54C255410, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57009] added dtor for sub_bitmap 000001F54C253CD0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57016] added dtor for sub_bitmap 000001F54C2519F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57023] added dtor for sub_bitmap 000001F54C254A60, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57029] added dtor for sub_bitmap 000001F54C251BE0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57036] added dtor for sub_bitmap 000001F54C253AE0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57043] added dtor for sub_bitmap 000001F54C254E40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57050] added dtor for sub_bitmap 000001F54C254C50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57057] added dtor for sub_bitmap 000001F54C255030, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57303] added dtor for sub_bitmap 000001F54C253EC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57336] added dtor for sub_bitmap 000001F54C253130, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57344] added dtor for sub_bitmap 000001F54C251DD0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57351] added dtor for sub_bitmap 000001F54C2542A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57358] added dtor for sub_bitmap 000001F54C251FC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57369] added dtor for sub_bitmap 000001F54C2521B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57380] added dtor for sub_bitmap 000001F54C252590, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57436] added dtor for sub_bitmap 000001F54C253700, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57447] added dtor for sub_bitmap 000001F54C2538F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57457] added dtor for sub_bitmap 000001F54C252970, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57465] added dtor for sub_bitmap 000001F54C253320, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57472] added dtor for sub_bitmap 000001F54C253510, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57480] added dtor for sub_bitmap 000001F54C2523A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57487] added dtor for sub_bitmap 000001F54C2540B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57494] added dtor for sub_bitmap 000001F54C252780, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57507] added dtor for sub_bitmap 000001F54C254490, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57521] added dtor for sub_bitmap 000001F54C252B60, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57530] added dtor for sub_bitmap 000001F54C252D50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57539] added dtor for sub_bitmap 000001F54C254680, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57546] added dtor for sub_bitmap 000001F54C254870, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57553] added dtor for sub_bitmap 000001F54C252F40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57566] added dtor for sub_bitmap 000001F54C259150, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57575] added dtor for sub_bitmap 000001F54C257FE0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57587] added dtor for sub_bitmap 000001F54C25B240, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57599] added dtor for sub_bitmap 000001F54C25B620, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57608] added dtor for sub_bitmap 000001F54C25B430, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57615] added dtor for sub_bitmap 000001F54C258F60, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57623] added dtor for sub_bitmap 000001F54C25AE60, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57635] added dtor for sub_bitmap 000001F54C25A4B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57646] added dtor for sub_bitmap 000001F54C2587A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57653] added dtor for sub_bitmap 000001F54C259530, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57660] added dtor for sub_bitmap 000001F54C2585B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57668] added dtor for sub_bitmap 000001F54C25B050, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57675] added dtor for sub_bitmap 000001F54C25AC70, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57684] added dtor for sub_bitmap 000001F54C25A6A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57696] added dtor for sub_bitmap 000001F54C25A2C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57703] added dtor for sub_bitmap 000001F54C258990, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57714] added dtor for sub_bitmap 000001F54C258B80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57721] added dtor for sub_bitmap 000001F54C25A890, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57730] added dtor for sub_bitmap 000001F54C257C00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57737] added dtor for sub_bitmap 000001F54C259B00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57749] added dtor for sub_bitmap 000001F54C257A10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57757] added dtor for sub_bitmap 000001F54C25AA80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57764] added dtor for sub_bitmap 000001F54C259340, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57774] added dtor for sub_bitmap 000001F54C259720, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57785] added dtor for sub_bitmap 000001F54C25A0D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57796] added dtor for sub_bitmap 000001F54C257DF0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57805] added dtor for sub_bitmap 000001F54C2581D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57814] added dtor for sub_bitmap 000001F54C2583C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57822] added dtor for sub_bitmap 000001F54C258D70, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57831] added dtor for sub_bitmap 000001F54C259910, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57838] added dtor for sub_bitmap 000001F54C259CF0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57846] added dtor for sub_bitmap 000001F54C259EE0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57857] added dtor for sub_bitmap 000001F54C25BE00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57866] added dtor for sub_bitmap 000001F54C25C7B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57875] added dtor for sub_bitmap 000001F54C25D920, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57884] added dtor for sub_bitmap 000001F54C25F060, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57891] added dtor for sub_bitmap 000001F54C25F250, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57901] added dtor for sub_bitmap 000001F54C25C3D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57911] added dtor for sub_bitmap 000001F54C25DEF0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57919] added dtor for sub_bitmap 000001F54C25E4C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57927] added dtor for sub_bitmap 000001F54C25DB10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.57935] added dtor for sub_bitmap 000001F54C25CD80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58266] added dtor for sub_bitmap 000001F54C25C5C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58284] added dtor for sub_bitmap 000001F54C25BFF0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58296] added dtor for sub_bitmap 000001F54C25C9A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58308] added dtor for sub_bitmap 000001F54C25CB90, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58848] added dtor for sub_bitmap 000001F54C25CF70, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58949] added dtor for sub_bitmap 000001F54C25F440, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58975] added dtor for sub_bitmap 000001F54C25D160, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.58983] added dtor for sub_bitmap 000001F54C25D350, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.59546] added dtor for sub_bitmap 000001F54C25D540, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.59592] added dtor for sub_bitmap 000001F54C25E0E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.59617] added dtor for sub_bitmap 000001F54C25EA90, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.59630] added dtor for sub_bitmap 000001F54C25DD00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.59638] added dtor for sub_bitmap 000001F54C25E6B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.59724] added dtor for sub_bitmap 000001F54C25E2D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.60169] added dtor for sub_bitmap 000001F54C25C1E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.60185] added dtor for sub_bitmap 000001F54C25D730, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.60212] added dtor for sub_bitmap 000001F54C25E8A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.60225] added dtor for sub_bitmap 000001F54C25EC80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.60484] added dtor for sub_bitmap 000001F54C25EE70, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.60756] added dtor for sub_bitmap 000001F54C25F630, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61222] added dtor for sub_bitmap 000001F54C25BA20, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61275] added dtor for sub_bitmap 000001F54C25BC10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61341] added dtor for sub_bitmap 000001F54C264210, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61358] added dtor for sub_bitmap 000001F54C2647E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61379] added dtor for sub_bitmap 000001F54C265B40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61390] added dtor for sub_bitmap 000001F54C265D30, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61462] added dtor for sub_bitmap 000001F54C263A50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61483] added dtor for sub_bitmap 000001F54C265570, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61746] added dtor for sub_bitmap 000001F54C265950, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61777] added dtor for sub_bitmap 000001F54C267090, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61796] added dtor for sub_bitmap 000001F54C2649D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61813] added dtor for sub_bitmap 000001F54C265190, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61829] added dtor for sub_bitmap 000001F54C2666E0, func 00007FFCF5641186
